Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,12717,9/8/2022,-0.129292291,-0.043796205,-0.039937632,21,100
Market-Adjusted Model,12741,9/8/2022,-0.058516131,0.033891434,0.030838527,21,100
Market-Adjusted Model,12745,9/8/2022,-0.115853623,-0.027747562,-0.026498965,21,100
Market-Adjusted Model,12747,9/8/2022,-0.060501327,0.029967868,0.028853332,21,100
Market-Adjusted Model,12748,9/8/2022,-0.060593888,0.028920481,0.028760771,21,100
Market-Adjusted Model,12751,9/8/2022,-0.051383355,0.050466584,0.037971304,21,100
Market-Adjusted Model,12753,9/8/2022,-0.058870263,0.031682371,0.030484395,21,100
Market-Adjusted Model,12754,9/8/2022,-0.09962228,-0.009093818,-0.010267622,21,100
Market-Adjusted Model,12756,9/8/2022,-0.150428705,-0.066106885,-0.061074046,21,100
Market-Adjusted Model,12759,9/8/2022,0.022367504,0.113917779,0.111722163,21,100
Market-Adjusted Model,12781,9/8/2022,-0.054147105,0.038010135,0.035207554,21,100
Market-Adjusted Model,12783,9/8/2022,-0.103652002,-0.014356642,-0.014297344,21,100
Market-Adjusted Model,12786,9/8/2022,-0.038727553,0.058438214,0.050627105,21,100
Market-Adjusted Model,12788,9/8/2022,-0.167155465,-0.075518475,-0.077800806,21,100
Market-Adjusted Model,12789,9/8/2022,-0.096064791,0.018208145,-0.006710133,21,100
Market-Adjusted Model,12796,9/8/2022,-0.066194842,0.024550992,0.023159816,21,100
Market-Adjusted Model,12826,9/8/2022,-0.109154242,-0.020641076,-0.019799584,21,100
Market-Adjusted Model,12828,9/8/2022,-0.187592314,-0.111604976,-0.098237655,21,100
Market-Adjusted Model,12832,9/8/2022,-0.006315462,0.0340957,0.034071609,6,100
Market-Adjusted Model,12839,9/8/2022,-0.111148094,-0.022172079,-0.021793435,21,100
Market-Adjusted Model,12840,9/8/2022,-0.180000057,-0.089850061,-0.090645399,21,100
Market-Adjusted Model,12841,9/8/2022,-0.048957258,0.041766344,0.0403974,21,100
Market-Adjusted Model,12842,9/8/2022,-0.048679878,0.041994517,0.040674781,21,100
Market-Adjusted Model,12844,9/8/2022,-0.0411074,0.051090076,0.048247258,21,100
Market-Adjusted Model,12847,9/8/2022,-0.034702749,0.056318253,0.054651909,21,100
Market-Adjusted Model,12852,9/8/2022,-0.13694781,-0.038960313,-0.047593151,21,100
Market-Adjusted Model,12867,9/8/2022,-0.080039239,0.009182213,0.00931542,21,100
Market-Adjusted Model,12868,9/8/2022,-0.121095442,-0.035776307,-0.031740784,21,100
Market-Adjusted Model,12870,9/8/2022,0.005127426,0.096091083,0.094482085,21,100
Market-Adjusted Model,12871,9/8/2022,1.82E-09,0.094165263,0.08935466,21,100
Market-Adjusted Model,12872,9/8/2022,-0.07256735,0.018819106,0.016787308,21,100
Market-Adjusted Model,12874,9/8/2022,-0.022077845,0.06909425,0.067276813,21,100
Market-Adjusted Model,12875,9/8/2022,-0.094813272,-0.005792215,-0.005458613,21,100
Market-Adjusted Model,12876,9/8/2022,-0.071902978,0.01815649,0.017451681,21,100
Market-Adjusted Model,12877,9/8/2022,-0.36438709,-0.342064066,-0.275032431,21,100
Market-Adjusted Model,12880,9/8/2022,-0.184551,-0.102838236,-0.095196341,21,100
Market-Adjusted Model,12885,9/8/2022,-0.108412632,-0.022470424,-0.019057973,21,100
Market-Adjusted Model,12886,9/8/2022,-0.051470601,0.045037443,0.037884058,21,100
Market-Adjusted Model,12890,9/8/2022,-0.009389775,0.103890857,0.079964884,21,100
Market-Adjusted Model,12895,9/8/2022,-0.054359641,0.037121515,0.034995018,21,100
Market-Adjusted Model,12899,9/8/2022,-0.090162965,-0.003017622,-0.000808306,21,100
Market-Adjusted Model,12902,9/8/2022,-0.034440762,0.056215711,0.054913896,21,100
Market-Adjusted Model,12904,9/8/2022,-0.038943185,0.051476127,0.050411474,21,100
Market-Adjusted Model,12905,9/8/2022,-0.132102252,-0.044306236,-0.042747593,21,100
Market-Adjusted Model,12912,9/8/2022,-0.376161424,-0.282742487,-0.286806765,21,100
Market-Adjusted Model,12913,9/8/2022,-0.054886969,0.041245168,0.03446769,21,100
Market-Adjusted Model,12919,9/8/2022,0.02453787,0.120360073,0.113892529,21,100
Market-Adjusted Model,12920,9/8/2022,0.041066649,0.141425932,0.130421307,21,100
Market-Adjusted Model,12923,9/8/2022,-0.134089997,-0.046757412,-0.044735339,21,100
Market-Adjusted Model,12927,9/8/2022,-0.090800811,0.006882403,-0.001446152,21,100
Market-Adjusted Model,12928,9/8/2022,0.116822444,0.220758758,0.206177102,21,84
Market-Adjusted Model,12948,9/8/2022,0.005867255,0.097895557,0.095221913,21,100
Market-Adjusted Model,12949,9/8/2022,-0.043248796,0.048013115,0.046105862,21,100
Market-Adjusted Model,12953,9/8/2022,-0.111855327,-0.024993298,-0.022500669,21,100
Market-Adjusted Model,12961,9/8/2022,0.034090935,0.174147129,0.123445593,21,100
Market-Adjusted Model,12974,9/8/2022,-0.056623258,0.035162108,0.0327314,21,100
Market-Adjusted Model,12975,9/8/2022,-0.091660036,-0.002635783,-0.002305377,21,100
Market-Adjusted Model,12978,9/8/2022,-0.072717484,0.017815319,0.016637174,21,100
Market-Adjusted Model,12979,9/8/2022,-0.03538745,0.055034388,0.053967208,21,100
Market-Adjusted Model,12980,9/8/2022,-0.051402947,0.038439686,0.037951711,21,100
Market-Adjusted Model,12981,9/8/2022,-0.141878644,-0.055126322,-0.052523985,21,100
Market-Adjusted Model,12982,9/8/2022,-0.080000016,0.02093707,0.009354643,21,100
Market-Adjusted Model,12991,9/8/2022,0.03500764,0.127436162,0.124362298,21,100
Market-Adjusted Model,12994,9/8/2022,-0.097275898,-0.007076704,-0.007921239,21,100
Market-Adjusted Model,12996,9/8/2022,-0.032583334,0.058021032,0.056771325,21,100
Market-Adjusted Model,12997,9/8/2022,-0.064385796,0.027618717,0.024968862,21,100
Market-Adjusted Model,12998,9/8/2022,-0.105507389,-0.016440051,-0.016152731,21,100
Market-Adjusted Model,12999,9/8/2022,-0.09631852,-0.006943908,-0.006963861,21,100
Market-Adjusted Model,13000,9/8/2022,0.00902934,0.101802101,0.098383998,21,100
Market-Adjusted Model,13001,9/8/2022,0.103030353,0.197272056,0.192385011,21,100
Market-Adjusted Model,13002,9/8/2022,-0.004362083,0.088896431,0.084992575,21,100
Market-Adjusted Model,13006,9/8/2022,-0.013441345,0.078757831,0.075913314,21,100
Market-Adjusted Model,13007,9/8/2022,-0.058327294,0.033834178,0.031027364,21,100
Market-Adjusted Model,13016,9/8/2022,-0.095814745,-0.007451591,-0.006460087,21,100
Market-Adjusted Model,13019,9/8/2022,-0.139170526,-0.05198277,-0.049815867,21,100
Market-Adjusted Model,13023,9/8/2022,-0.016809191,0.074278682,0.072545467,21,100
Market-Adjusted Model,13024,9/8/2022,-0.059690814,0.030504582,0.029663845,21,100
Market-Adjusted Model,13025,9/8/2022,-0.058229665,0.031672466,0.031124993,21,100
Market-Adjusted Model,13026,9/8/2022,-0.075897759,0.013203794,0.013456899,21,100
Market-Adjusted Model,13027,9/8/2022,-0.071649827,0.018289616,0.017704831,21,100
Market-Adjusted Model,13029,9/8/2022,-0.038956201,0.054618401,0.050398458,21,100
Market-Adjusted Model,13030,9/8/2022,0.081591997,0.198707929,0.170946655,21,100
Market-Adjusted Model,13031,9/8/2022,0.441882868,0.528878907,0.531237527,21,100
Market-Adjusted Model,13032,9/8/2022,-0.410658624,-0.361070565,-0.321303965,21,100
Market-Adjusted Model,13033,9/8/2022,-0.077136959,0.012556838,0.012217699,21,100
Market-Adjusted Model,13034,9/8/2022,-0.123902424,-0.037955306,-0.034547765,21,100
Market-Adjusted Model,13035,9/8/2022,-0.05357589,0.040293604,0.035778769,21,100
Market-Adjusted Model,13038,9/8/2022,-0.210864363,-0.201607975,-0.198441815,12,100
Market-Adjusted Model,13046,9/8/2022,-0.083114521,0.007335446,0.006240138,21,100
Market-Adjusted Model,13076,9/8/2022,-0.072775105,0.016688088,0.016579553,21,100
Market-Adjusted Model,13079,9/8/2022,0.11171854,0.205807301,0.201073199,21,100
Market-Adjusted Model,13084,9/8/2022,-0.036106755,0.054650883,0.053247904,21,100
Market-Adjusted Model,13085,9/8/2022,-0.129630497,-0.041862465,-0.040275839,21,100
Market-Adjusted Model,13089,9/8/2022,-0.032387631,0.060080551,0.056967027,21,100
Market-Adjusted Model,13092,9/8/2022,-0.075810136,0.015429184,0.013544523,21,100
Market-Adjusted Model,13102,9/8/2022,-0.064269674,0.027271239,0.025084984,21,100
Market-Adjusted Model,13103,9/8/2022,-0.095386816,-0.001489644,-0.006032158,21,100
Market-Adjusted Model,13105,9/8/2022,-0.048181159,0.045543073,0.0411735,21,100
Market-Adjusted Model,13107,9/8/2022,-0.070866176,0.076037094,0.018488482,21,100
Market-Adjusted Model,13108,9/8/2022,-0.078260901,0.031534534,0.011093758,21,100
Market-Adjusted Model,13111,9/8/2022,0.060642124,0.152101366,0.149996783,21,100
Market-Adjusted Model,13114,9/8/2022,-0.100750916,-0.009966581,-0.011396258,21,100
Market-Adjusted Model,13116,9/8/2022,-0.095568627,0.005796962,-0.006213968,21,100
Market-Adjusted Model,13122,9/8/2022,-0.089407925,0.00061337,-0.000053267,21,100
Market-Adjusted Model,13124,9/8/2022,-0.174495774,-0.086178943,-0.085141115,21,100
Market-Adjusted Model,13126,9/8/2022,-0.068904821,0.023028005,0.020449838,21,100
Market-Adjusted Model,13129,9/8/2022,-0.099625199,-0.005906319,-0.010270541,21,100
Market-Adjusted Model,13130,9/8/2022,-0.069241198,0.020761898,0.020113461,21,100
Market-Adjusted Model,13131,9/8/2022,-0.076891761,0.013806632,0.012462898,21,100
Market-Adjusted Model,13132,9/8/2022,-0.145047533,-0.059824103,-0.055692875,21,100
Market-Adjusted Model,13137,9/8/2022,-0.012919375,0.077980176,0.076435284,21,100
Market-Adjusted Model,13138,9/8/2022,0.004788358,0.095754317,0.094143016,21,100
Market-Adjusted Model,13142,9/8/2022,-0.162804528,-0.078680247,-0.07344987,21,100
Market-Adjusted Model,13159,9/8/2022,-0.186538417,-0.097962125,-0.097183758,21,100
Market-Adjusted Model,13168,9/8/2022,-0.106603031,-0.015116519,-0.017248373,21,100
Market-Adjusted Model,13176,9/8/2022,-0.082528607,0.006058616,0.006826051,21,100
Market-Adjusted Model,13180,9/8/2022,-0.108247441,-0.017451184,-0.018892782,21,100
Market-Adjusted Model,13181,9/8/2022,-0.196894009,-0.122779587,-0.10753935,21,100
Market-Adjusted Model,13182,9/8/2022,-0.087335515,0.001910377,0.002019143,21,100
Market-Adjusted Model,13188,9/8/2022,-0.037588831,0.054776519,0.051765828,21,100
Market-Adjusted Model,13189,9/8/2022,-0.055071718,0.034987907,0.034282941,21,100
Market-Adjusted Model,13190,9/8/2022,-0.061657915,0.028309971,0.027696744,21,100
Market-Adjusted Model,13193,9/8/2022,-0.025164773,0.066049677,0.064189886,21,100
Market-Adjusted Model,13196,9/8/2022,-0.232588692,-0.16714891,-0.143234033,21,100
Market-Adjusted Model,13198,9/8/2022,0.059742851,0.155295548,0.14909751,21,100
Market-Adjusted Model,13202,9/8/2022,-0.172131178,-0.072459106,-0.08277652,21,100
Market-Adjusted Model,13206,9/8/2022,-0.043596,0.049909312,0.045758659,21,100
Market-Adjusted Model,13210,9/8/2022,-0.155601595,-0.071301693,-0.066246936,21,100
Market-Adjusted Model,13211,9/8/2022,-0.030182922,0.067437107,0.059171737,21,100
Market-Adjusted Model,13214,9/8/2022,-0.099087807,-0.007654661,-0.009733148,21,100
Market-Adjusted Model,13217,9/8/2022,-0.071605378,0.019986046,0.017749281,21,100
Market-Adjusted Model,13219,9/8/2022,-0.009706649,0.083417015,0.07964801,21,100
Market-Adjusted Model,13220,9/8/2022,-0.020622299,0.072232877,0.06873236,21,100
Market-Adjusted Model,13221,9/8/2022,-0.093275,-0.002051217,-0.003920342,21,100
Market-Adjusted Model,13228,9/8/2022,-0.064860967,0.025258279,0.024493692,21,100
Market-Adjusted Model,13229,9/8/2022,-0.042157258,0.049202476,0.0471974,21,100
Market-Adjusted Model,13230,9/8/2022,-0.052801702,0.044360026,0.036552956,21,100
Market-Adjusted Model,13233,9/8/2022,-0.062373207,0.03190714,0.026981452,21,100
Market-Adjusted Model,13234,9/8/2022,-0.066139771,0.025904319,0.023214887,21,100
Market-Adjusted Model,13235,9/8/2022,-0.066711911,0.023881328,0.022642747,21,100
Market-Adjusted Model,13236,9/8/2022,-0.082685388,0.009044524,0.00666927,21,100
Market-Adjusted Model,13240,9/8/2022,-0.031209016,0.059433714,0.058145643,21,100
Market-Adjusted Model,13241,9/8/2022,-0.04276599,0.047623469,0.046588668,21,100
Market-Adjusted Model,13242,9/8/2022,-0.034835693,0.055696617,0.054518966,21,100
Market-Adjusted Model,13244,9/8/2022,-0.125529135,-0.035690854,-0.036174476,21,100
Market-Adjusted Model,13245,9/8/2022,-0.047277011,0.043564078,0.042077648,21,100
Market-Adjusted Model,13246,9/8/2022,-0.064557216,0.025962753,0.024797442,21,100
Market-Adjusted Model,13249,9/8/2022,-0.097536927,-0.006760334,-0.008182268,21,100
Market-Adjusted Model,13252,9/8/2022,-0.084481287,0.004725779,0.004873371,21,100
Market-Adjusted Model,13253,9/8/2022,-0.18906146,-0.096126732,-0.099706801,21,100
Market-Adjusted Model,13254,9/8/2022,-0.057954457,0.031674754,0.031400202,21,100
Market-Adjusted Model,13260,9/8/2022,-0.007633618,0.085761829,0.081721041,21,100
Market-Adjusted Model,13262,9/8/2022,0.016889251,0.107840903,0.106243909,21,100
Market-Adjusted Model,13265,9/8/2022,-0.371071427,-0.348782216,-0.281716769,21,100
Market-Adjusted Model,13268,9/8/2022,-0.075478872,0.014295935,0.013875787,21,100
Market-Adjusted Model,13273,9/8/2022,-0.047628467,0.042396893,0.041726192,21,100
Market-Adjusted Model,13278,9/8/2022,-0.103410024,-0.014011179,-0.014055366,21,100
Market-Adjusted Model,13279,9/8/2022,-0.056672433,0.581216798,0.032682226,21,100
Market-Adjusted Model,13284,9/8/2022,-0.078012344,0.013333157,0.011342314,21,100
Market-Adjusted Model,13286,9/8/2022,0.04242335,0.136356555,0.131778008,21,100
Market-Adjusted Model,13293,9/8/2022,-0.096768601,-0.007278126,-0.007413943,21,100
Market-Adjusted Model,13296,9/8/2022,-0.091208794,-0.003076691,-0.001854135,21,100
Market-Adjusted Model,13300,9/8/2022,-0.035317472,0.055189584,0.054037186,21,100
Market-Adjusted Model,13301,9/8/2022,0.188231404,0.277383286,0.277586063,21,100
Market-Adjusted Model,13302,9/8/2022,-0.206344928,-0.133658354,-0.11699027,21,100
Market-Adjusted Model,13303,9/8/2022,-0.111094475,-0.021379239,-0.021739816,21,100
Market-Adjusted Model,13305,9/8/2022,-0.127150106,-0.039858574,-0.037795447,21,100
Market-Adjusted Model,13308,9/8/2022,-0.021234702,0.069887738,0.068119957,21,100
Market-Adjusted Model,13310,9/8/2022,0.037104193,0.129190698,0.126458851,21,100
Market-Adjusted Model,13315,9/8/2022,-0.101614419,0.008382333,-0.01225976,21,100
Market-Adjusted Model,13318,9/8/2022,-0.039462105,0.054104937,0.049892554,21,100
Market-Adjusted Model,13321,9/8/2022,-0.105004881,-0.013410629,-0.015650223,21,100
Market-Adjusted Model,13322,9/8/2022,-0.031450158,0.059198161,0.057904501,21,100
Market-Adjusted Model,13323,9/8/2022,-0.006236642,0.096253572,0.083118016,21,100
Market-Adjusted Model,13324,9/8/2022,-0.150753744,-0.054866043,-0.061399086,21,100
Market-Adjusted Model,13325,9/8/2022,-0.095923284,-0.002461134,-0.006568626,21,100
Market-Adjusted Model,13326,9/8/2022,-0.101951513,-0.010564142,-0.012596855,21,100
Market-Adjusted Model,13328,9/8/2022,-0.20312502,-0.113566398,-0.113770361,21,100
Market-Adjusted Model,13332,9/8/2022,-0.101032507,-0.011166483,-0.011677848,21,100
Market-Adjusted Model,13337,9/8/2022,-0.164542707,-0.079879141,-0.075188049,21,100
Market-Adjusted Model,13341,9/8/2022,-0.049592575,0.04146659,0.039762084,21,100
Market-Adjusted Model,13343,9/8/2022,-0.172939961,-0.089544214,-0.083585303,21,100
Market-Adjusted Model,13344,9/8/2022,-0.114754091,-0.027489853,-0.025399433,21,100
Market-Adjusted Model,13345,9/8/2022,-0.037022462,0.053792775,0.052332197,21,100
Market-Adjusted Model,13348,9/8/2022,-0.037919799,0.052942048,0.05143486,21,100
Market-Adjusted Model,13350,9/8/2022,-0.041613944,0.060773466,0.047740714,21,100
Market-Adjusted Model,13351,9/8/2022,-0.109264968,-0.022566628,-0.01991031,21,100
Market-Adjusted Model,13353,9/8/2022,-0.105406274,-0.016986487,-0.016051615,21,100
Market-Adjusted Model,13356,9/8/2022,-0.09998913,-0.009217059,-0.010634471,21,100
Market-Adjusted Model,13357,9/8/2022,-0.075720382,0.013176631,0.013634277,21,100
Market-Adjusted Model,13360,9/8/2022,-0.07020941,0.01946626,0.019145249,21,100
Market-Adjusted Model,13361,9/8/2022,-0.049452081,0.040799379,0.039902577,21,100
Market-Adjusted Model,13364,9/8/2022,-0.059710724,0.030205011,0.029643935,21,100
Market-Adjusted Model,13366,9/8/2022,-0.066044055,0.025328065,0.023310604,21,100
Market-Adjusted Model,13369,9/8/2022,-0.021505353,0.128648754,0.067849306,21,100
Market-Adjusted Model,13375,9/8/2022,-0.037518007,0.060439369,0.051836652,21,100
Market-Adjusted Model,13376,9/8/2022,-0.143540651,-0.054140072,-0.054185992,21,100
Market-Adjusted Model,13379,9/8/2022,-0.230598666,-0.155568954,-0.141244008,21,100
Market-Adjusted Model,13380,9/8/2022,-0.101478925,-0.014635303,-0.012124267,21,100
Market-Adjusted Model,13382,9/8/2022,0.001474405,0.034573634,0.034785312,5,100
Market-Adjusted Model,13386,9/8/2022,-0.016652609,0.074635516,0.07270205,21,100
Market-Adjusted Model,13387,9/8/2022,-0.065087876,0.024471385,0.024266782,21,100
Market-Adjusted Model,13393,9/8/2022,-0.069351182,0.020018281,0.020003477,21,100
Market-Adjusted Model,13395,9/8/2022,0.001506266,0.031044796,0.030236434,11,100
Market-Adjusted Model,13399,9/8/2022,-0.096491223,-0.003808363,-0.007136564,21,100
Market-Adjusted Model,13401,9/8/2022,-0.087142872,0.00533198,0.002211787,21,100
Market-Adjusted Model,13403,9/8/2022,-0.171005157,-0.086702922,-0.081650498,21,100
Market-Adjusted Model,13405,9/8/2022,-0.15451549,-0.070821465,-0.065160831,21,100
Market-Adjusted Model,13407,9/8/2022,-0.113524877,-0.019823545,-0.024170219,21,100
Market-Adjusted Model,13410,9/8/2022,-0.062339948,0.029466101,0.02701471,21,100
Market-Adjusted Model,13411,9/8/2022,-0.346613563,-0.164383212,-0.257258904,21,100
Market-Adjusted Model,13412,9/8/2022,-0.411298048,-0.407060588,-0.321943389,21,100
Market-Adjusted Model,13428,9/8/2022,-0.087784902,0.00110541,0.001569757,21,100
Market-Adjusted Model,13429,9/8/2022,-0.119366544,-0.032564606,-0.030011885,21,100
Market-Adjusted Model,13431,9/8/2022,-0.113382281,-0.024713721,-0.024027622,21,100
Market-Adjusted Model,13436,9/8/2022,-0.055497388,0.035316173,0.033857271,21,100
Market-Adjusted Model,13437,9/8/2022,-0.094245494,-0.004378232,-0.004890836,21,100
Market-Adjusted Model,13439,9/8/2022,-0.133203896,-0.048625201,-0.043849238,21,100
Market-Adjusted Model,13441,9/8/2022,-0.122419114,-0.037215281,-0.033064455,21,100
Market-Adjusted Model,13446,9/8/2022,-0.035371395,0.055650398,0.053983264,21,100
Market-Adjusted Model,13447,9/8/2022,-0.158742565,-0.074386212,-0.069387907,21,100
Market-Adjusted Model,13452,9/8/2022,-0.249515226,-0.185253597,-0.160160568,21,100
Market-Adjusted Model,13453,9/8/2022,-0.531187923,-0.629708864,-0.441833264,21,100
Market-Adjusted Model,13455,9/8/2022,-0.512647094,-0.475823045,-0.423292435,21,100
Market-Adjusted Model,13501,9/8/2022,-0.093849872,-0.006827321,-0.004495214,21,100
Market-Adjusted Model,13503,9/8/2022,-0.031129829,0.059680775,0.05822483,21,100
Market-Adjusted Model,13505,9/8/2022,-0.050267826,0.040184688,0.039086833,21,100
Market-Adjusted Model,13508,9/8/2022,-0.215439893,-0.146515148,-0.126085234,21,100
Market-Adjusted Model,13510,9/8/2022,-0.056972518,0.032933489,0.03238214,21,100
Market-Adjusted Model,13511,9/8/2022,-0.124615952,-0.038495919,-0.035261294,21,100
Market-Adjusted Model,13512,9/8/2022,-0.123508785,-0.037889539,-0.034154126,21,100
Market-Adjusted Model,13519,9/8/2022,-0.072251622,0.018933989,0.017103036,21,100
Market-Adjusted Model,13520,9/8/2022,-0.010083279,0.088338578,0.07927138,21,100
Market-Adjusted Model,13527,9/8/2022,-0.001822091,0.100680028,0.087532567,21,100
Market-Adjusted Model,13528,9/8/2022,-0.077098209,0.011339114,0.012256449,21,100
Market-Adjusted Model,13534,9/8/2022,-0.027126996,0.065749022,0.062227662,21,100
Market-Adjusted Model,13537,9/8/2022,-0.219871965,-0.146465159,-0.130517307,21,100
Market-Adjusted Model,13539,9/8/2022,-0.065969471,0.023037593,0.023385188,21,100
